progress,finished,attention_1,attention_2,attention_3,attention_1_fail,attention_2_fail,attention_3_fail,q1_g20,q2_g20,q3_g20,q4_g20,q5_g20,q6_g20,q7_g20,q8_g20,q9_g20,q10_g20,q11_g20,q12_g20,q13_g20,q14_g20,q15_g20,q16_g20,q17_g20,q18_g20,q19_g20,q20_g20,q16_g5,q17_g5,q18_g5,q19_g5,q20_g5,method_description,time_q1,time_q2,time_q3,time_q4,time_q5,time_q6,time_q7,time_q8,time_q9,time_q10,time_q11,time_q12,time_q13,time_q14,time_q15,time_q16,time_q17,time_q18,time_q19,time_q20,history_q1,history_q2,history_q3,history_q4,history_q5,history_q6,history_q7,history_q8,history_q9,history_q10,history_q11,history_q12,history_q13,history_q14,history_q15,history_q16,history_q17,history_q18,history_q19,history_q20,button_2_to_1,button_3_to_2,button_4_to_3,button_5_to_4,history_a1,history_a2,history_a3,history_a1_fail,history_a2_fail,history_a3_fail,time_button_2_to_1,time_button_3_to_2,time_button_4_to_3,time_button_5_to_4,button_1_to_2,button_2_to_3,button_3_to_4,button_4_to_5,time_button_1_to_2,time_button_2_to_3,time_button_3_to_4,time_button_4_to_5,setting
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,2,i just assumed 150 as a medium point and judged from there,,,,,,,,,,,,,,,,"1661457870567","1661457873912, 1661457876481","1661457877560","1661457878867","1661457881133",,,,,,,,,,,,,,,,"4","4, 3","4","4","2",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457882680",40
100,1,2,1,2,,,,2,4,2,3,5,3,2,1,2,2,1,2,2,1,2,2,2,1,4,3,,,,,,"When estimating these percentiles, I mainly relied on the last two digits to make my decision. For instance, 222 (last two digits being 22)would fall under the 20-40% range while 286 (last two digits being 86)would fall under the 80-100% range.","1661457689895","1661457620393","1661457711747","1661457631630, 1661457641088","1661457607158","1661457724371","1661457725740","1661457727889","1661457729707","1661457731071","1661457735482","1661457736824","1661457737872","1661457740093","1661457741495","1661457745821","1661457746669","1661457748253","1661457752303, 1661457763701","1661457758547","2","4","2","4, 3","5","3","2","1","2","2","1","2","2","1","2","2","2","1","3, 4","3",,,,,"2","1","2",,,,,,,,2,1,1,1,"1661457706301, 1661457717246","1661457732166","1661457743556","1661457765844",11
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,5,"I started with the highest score, place that in the highest percentile and then worked backwards from there.",,,,,,,,,,,,,,,,"1661457875841","1661457864584","1661457860006","1661457868482, 1661457873328","1661457853808",,,,,,,,,,,,,,,,"1","3","4","3, 2","5",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457878303",13
100,1,2,1,2,,,,5,4,4,4,5,4,5,4,4,5,4,5,5,5,4,4,4,5,4,5,,,,,,I tried to base it on the average of the scores.,"1661457851371, 1661457863062","1661457864176","1661457869175","1661457870246","1661457871584","1661457876096","1661457876924","1661457878343","1661457879105","1661457880248","1661457887769","1661457888538","1661457889540","1661457890887","1661457891472","1661457894633","1661457895598","1661457897353","1661457899139","1661457900061","4, 5","4","4","4","5","4","5","4","4","5","4","5","5","5","4","4","4","5","4","5",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457872946","1661457884551","1661457892680","1661457900955",7
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,5,2,First I assumed the distribution was normal. Then I calculated the mean and standard deviation and calculated the z scores for each one. Then I used a z table to get the percentages,,,,,,,,,,,,,,,,"1661457766063","1661457782538","1661457800745","1661457816783","1661457827441",,,,,,,,,,,,,,,,"2","5","1","5","2",,,,,"1, 2","1","2",,,,,,,,,,,1,,,,"1661457828882",71
100,1,2,1,2,,,,2,3,4,1,2,1,2,5,2,4,1,2,5,5,2,1,4,3,1,3,,,,,,"It seemed that the scores range from 200 to about 280, so I tried to place sets of 15-20 points accordingly (for example 200-218 is 0-20%, 220-240 is 20-40%, etc). There is potential for overlap as I do not know exactly what corresponds to each percentile.","1661457697058, 1661457700760, 1661457741295","1661457682855, 1661457710364, 1661457752745","1661457709724, 1661457750332","1661457691511, 1661457744291, 1661457745205","1661457692161, 1661457702799","1661457718367","1661457719726","1661457722242","1661457725947","1661457727390","1661457772479","1661457775330","1661457777136","1661457778199","1661457781200, 1661457785706","1661457788764","1661457789849","1661457791618, 1661457792499","1661457793844","1661457795696","2, 1, 2","5, 4, 3","5, 4","1, 2, 1","1, 2","1","2","5","2","4","1","2","5","5","3, 2","1","4","4, 3","1","3",1,,,,"2","1","2",,,,"1661457737508",,,,2,1,1,1,"1661457714314, 1661457757260","1661457770004","1661457786957","1661457796754",98
100,1,2,1,2,,,,4,5,5,5,4,4,5,4,5,4,5,4,4,4,4,4,4,4,5,4,,,,,,Taking the score and divide by 300,"1661457658049","1661457666606","1661457676100","1661457687774","1661457698904","1661457708751","1661457717386","1661457728340","1661457762232","1661457775433","1661457785562","1661457796079","1661457806053","1661457816931","1661457827193","1661457837970","1661457851629","1661457864423","1661457884118","1661457895079","4","5","5","5","4","4","5","4","5","4","5","4","4","4","4","4","4","4","5","4",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457699572","1661457776126","1661457828338","1661457896452",36
100,1,2,1,2,,,,4,3,4,5,3,5,4,2,5,5,3,4,5,4,5,3,5,4,4,3,,,,,,"I imagined a bell curve in my head and based my percentages off of sections of fixed amounts. Since the scores presented to me were between 205 and 265, I balanced my mental bell curve to put most answers in the 40 to 60% range. Granted, this could all be a farce and I was shown the top 20% of scores but that was the best I could do with relevant information.","1661457618629, 1661457637194","1661457620504, 1661457634551","1661457642893","1661457623871","1661457630254, 1661457631379","1661457671995","1661457680585","1661457685856","1661457683562","1661457669567","1661457691866","1661457695836","1661457697578","1661457707637","1661457701257","1661457713027","1661457714266, 1661457716397","1661457717494","1661457719566","1661457723814","5, 4","4, 3","4","5","2, 3","5","4","2","5","5","3","4","5","4","5","3","4, 5","4","4","3",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457660823","1661457689518","1661457710019","1661457728132",88
100,1,2,1,2,,,,3,4,3,2,1,1,4,3,3,5,5,2,4,2,1,4,3,3,4,5,,,,,,"It apparently was challenging in that no one scored above approx. 287 out of 300 so I viewed scores above 250 or so to be in the top tier, and then descending tiers were for ranges of approx. below 10-20 points the top percentile range and correspondingly downward to the lowest scores which fell in the lowest percentile.","1661457359530, 1661457686230","1661457353640, 1661457692018","1661457364599, 1661457666567","1661457382109, 1661457658422","1661457383346, 1661457657046","1661457391833, 1661457709132","1661457393147, 1661457398056, 1661457711673","1661457403849, 1661457717877","1661457411249, 1661457724294","1661457416917","1661457439057","1661457442812, 1661457733896","1661457460860, 1661457740768","1661457455823, 1661457760968","1661457447905, 1661457751350","1661457473701, 1661457773647","1661457475838, 1661457775050","1661457479913, 1661457780431","1661457483558","1661457487666","4, 3","5, 4","4, 3","4, 2","3, 1","3, 1","4, 5, 4","4, 3","4, 3","5","5","3, 2","5, 4","3, 2","3, 1","5, 4","4, 3","4, 3","4","5",3,2,2,1,"2","1","2",,,,"1661457420861, 1661457634226, 1661457813772","1661457619879, 1661457799207","1661457605355, 1661457789246","1661457588488",4,3,3,2,"1661457386847, 1661457431899, 1661457705372, 1661457832549","1661457436171, 1661457730029, 1661457838421","1661457470726, 1661457766195, 1661457852693","1661457488983, 1661457865524",2
100,1,2,1,2,,,,3,3,3,3,2,2,4,4,2,3,4,4,2,2,3,3,2,3,4,4,,,,,,I tried to look at where most of the numbers fell and combined that with a  guess. ,"1661457763658","1661457761178, 1661457808394","1661457766773","1661457768597","1661457753098","1661457816697","1661457797711","1661457795426","1661457821800","1661457801383","1661457827048, 1661457831159","1661457833235","1661457834987","1661457836761, 1661457837782","1661457839431","1661457844361","1661457845840","1661457847403","1661457848896","1661457850315","3","4, 3","3","3","2","2","4","4","2","3","3, 4","4","2","3, 2","3","3","2","3","4","4",1,,,,"2","1","2",,,,"1661457805027",,,,2,1,1,1,"1661457782882, 1661457812310","1661457824396","1661457841421","1661457852791",46
100,1,2,2,2,2,1,2,5,4,4,4,5,4,5,5,4,4,4,4,5,4,4,5,4,5,4,5,,,,,,I noticed that none of the scores went above 250 and assumed that those 230 and up were in the higher percentiles,"1661457819620, 1661457838203","1661457820935","1661457824003","1661457842202","1661457831736","1661457849423","1661457850651","1661457852853","1661457854334","1661457855735","1661457863035","1661457865454","1661457866785","1661457869404","1661457871770","1661457875373","1661457876954","1661457881021, 1661457881304","1661457882885","1661457884270","4, 5","4","4","4","5","4","5","5","4","4","4","4","5","4","4","5","4","4, 5","4","5",,,,,"2","2","2","2","2, 1","2",,,,,1,1,1,1,"1661457845111","1661457857094","1661457873247","1661457886394",96
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,5,I looked at what the highest possible score was and based what the higher scores were off of that,,,,,,,,,,,,,,,,"1661457954285","1661457955575","1661457957288","1661457960928","1661457963097",,,,,,,,,,,,,,,,"4","5","4","4","5",,,,,"2","2, 1","2",,,,,,,,,,,1,,,,"1661457965515",89
100,1,2,1,2,,,,4,4,4,5,5,5,4,5,5,4,4,4,5,5,4,4,5,4,5,4,,,,,,"roughly anything above 215 seemed top 20% tier and anything under, as there were many scoring 214 or less to be next tier down","1661457902648, 1661457905252, 1661457908091","1661457909474, 1661457920755","1661457912590, 1661457921676","1661457913622","1661457917109","1661457930020","1661457931536","1661457935812","1661457936941","1661457939634","1661457943236","1661457944599","1661457947768","1661457948886","1661457953893","1661457958055","1661457959026","1661457961810","1661457964528","1661457965341","4, 5, 4","5, 4","5, 4","5","5","5","4","5","5","4","4","4","5","5","4","4","5","4","5","4",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457927686","1661457940828","1661457956106","1661457969864",91
100,1,2,1,2,,,,5,4,3,1,2,1,4,5,3,2,4,2,1,3,5,4,5,2,1,3,,,,,,I looked at what the highest number was then what the lowest number was.,"1661457888405","1661457891208","1661457898135","1661457900313","1661457902655","1661457927599","1661457918718","1661457915132","1661457924252","1661457924918","1661457944274","1661457952408","1661457954868","1661457948225","1661457939043","1661457970987","1661457965661","1661457979047","1661457981590","1661457974803","5","4","3","1","2","1","4","5","3","2","4","2","1","3","5","4","5","2","1","3",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457904576","1661457931785","1661457957151","1661457983852",58
100,1,2,1,2,,,,4,5,5,4,5,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,"I believe that out of 300, nothing in the 200s would be super low. ","1661457882326","1661457901864","1661457906214","1661457916579","1661457926039","1661457939419","1661457946529","1661457948972","1661457950816","1661457952623","1661457960618","1661457964528","1661457966909","1661457968901","1661457971018","1661457976532","1661457979453","1661457981209","1661457982824","1661457984306","4","5","5","4","5","4","3","4","3","3","3","3","3","3","4","3","3","3","3","3",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457927725","1661457954271","1661457971850","1661457985049",55
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,2,3,"I tried to gauge the range of these scores, realizing they all seem to hover in the 200's, with the variety being with that range. So, then I had to carefully assess what i thought the ""brackets"" in terms of the percentage differences would be. ",,,,,,,,,,,,,,,,"1661457976946, 1661457982025","1661457984605","1661457988672","1661457994181, 1661457994807","1661457996318",,,,,,,,,,,,,,,,"5, 3","3","5","3, 2","3",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457997642",49
100,1,2,1,2,,,,4,4,3,2,2,4,3,3,2,2,2,3,4,5,2,3,3,2,3,3,,,,,,"Since applicants could score 1 to 300. I gave applicants with a mid-point score, such as 250, a 40-60% rating. For applicants with a score between 280-300, I gave them a 80-100% rating and so on.","1661457595180","1661457619556","1661457625600","1661457628965","1661457639642","1661457658574","1661457662516","1661457667484","1661457671097","1661457676162","1661457684953, 1661457687807","1661457686620","1661457696612","1661457699528","1661457703269","1661457712111","1661457714003","1661457719286","1661457722585","1661457726855","4","4","3","2","2","4","3","3","2","2","3, 2","3","4","5","2","3","3","2","3","3",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661457650976","1661457679841","1661457706890","1661457730778",90
100,1,2,1,2,,,,4,4,5,5,4,5,5,1,2,3,1,3,5,4,4,5,2,3,4,5,,,,,,"I went through all the answers and saw the overall range. I put the couple on each side that were clearly the best and clearly the worst at 80-100% and 0-20%, respectively. Then I just sort of did an imaginary distribution in my head and thought at about what quintile they would fall into. If the potential bonus was more I would probably have put more effort into getting it exact, but I just went with a general intuition as I shifted the scores into where they would fall on the continuum.","1661457861666","1661457872958","1661457869121","1661457867509","1661457874933","1661457878998","1661457880550","1661457882065, 1661457886145, 1661457931386","1661457890397, 1661457933001","1661457891866, 1661457934759","1661457898604, 1661457943581","1661457900300","1661457902422, 1661457948822, 1661457951764","1661457903614, 1661457954285","1661457905225, 1661457953048","1661457922957","1661457921853","1661457920406","1661457915958","1661457913447","4","4","5","5","4","5","5","4, 3, 1","3, 2","4, 3","2, 1","3","5, 4, 5","5, 4","5, 4","5","2","3","4","5",,1,1,,"2","1","2",,,,,"1661457928861","1661457925142",,1,2,2,1,"1661457876586","1661457895701, 1661457938738","1661457908686, 1661457956131","1661457967276",5
100,1,2,1,2,,,,4,4,3,2,1,3,4,2,4,3,3,3,2,1,5,1,3,3,3,2,,,,,,"All the numbers were in the upper range of the full range, so I weighed those against each other instead of the entire range. A 219 is high on the full range but ultimately ""low"" compared to the other actual scores, so it was in a lower percentile group.","1661458010234","1661458012561","1661458017765","1661458022223","1661458020861","1661458026566","1661458028201","1661458030192","1661458031395","1661458034877","1661458038012","1661458038811","1661458040892","1661458041901","1661458043115","1661458046663","1661458047616","1661458049285, 1661458051695","1661458053257","1661458053874","4","4","3","2","1","3","4","2","4","3","3","3","2","1","5","1","3","2, 3","3","2",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661458023714","1661458036408","1661458043874","1661458055251",23
100,1,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1","1","2","1","1",,,,,,,,,,,,,
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,2,I tried to get a feel for what the average score might be. ,,,,,,,,,,,,,,,,"1661457792837","1661457796855","1661457798603","1661457809404","1661457812578",,,,,,,,,,,,,,,,"4","4","3","3","2",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457820301",81
100,1,2,1,2,,,,4,5,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,,,,,,"The top percentile was reserved for near 300, the worst was under 100. Most of the scores were low 200 so I assumed that would be middle 40-60 percentile","1661458013274","1661458015312","1661458017724","1661458019945","1661458021831","1661458027881","1661458029481","1661458031213","1661458034183","1661458036735","1661458045078","1661458046321","1661458048523","1661458050051","1661458051057","1661458055953","1661458058711","1661458061846","1661458064185","1661458065301","4","5","3","3","3","3","4","3","3","4","3","3","3","3","3","3","3","3","3","3",,,,,"2","2, 1","1, 2",,,,,,,,1,1,1,1,"1661458023698","1661458038654","1661458053013","1661458066271",83
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,2,"I didn't realize there was only going to be a single 'slate' of scores, and I was prepared to encounter several more screens of scores from people who took the same test, with which to compare and contrast with the previous screens, continually updating along the way, as a sort of memory & evaluation test. When there was only a single set of five test scores, I thought perhaps I might have underestimated the highest scoring person, by placing them in the 60-80 percentile, when it now seems more likely they would have belonged in the 80-100% group. However the overall range of scores was shallow, with the lowest score being 211. So with the small sample size of 5, I'm reasonably happy with how I divided them up.   ",,,,,,,,,,,,,,,,"1661457886301","1661457873685","1661457881149","1661457869086","1661457876981",,,,,,,,,,,,,,,,"2","2","3","4","2",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457889863",56
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,5,"I knew from the previous page that the answers could be spread from 0-300, even if a lot of the answers shown were ""bunched up"". I didn't have any other information about the distribution. Therefore, I decided that the 80%-100% cutoff would be close to 4/5*300. It felt weird to not have any numbers in the highest percentile, so I adjusted this 80% threshold to be 220. ",,,,,,,,,,,,,,,,"1661457881851, 1661457895584","1661457896644","1661457898741, 1661457920846, 1661457923004","1661457901955, 1661457924069","1661457905417, 1661457935352",,,,,,,,,,,,,,,,"4, 5","4","4, 5, 4","4, 5","4, 5",,,,1,"2","2, 1","2",,,,,,,"1661458097368",,,,2,,,,"1661457937240, 1661458105786",82
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4,"The closer the numbers were to 300, the higher up in percentage they were ranked.",,,,,,,,,,,,,,,,"1661458047390, 1661458048574","1661458051040","1661458057215","1661458058537","1661458066672",,,,,,,,,,,,,,,,"5, 4","5","5","5","4",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661458070326",23
100,1,2,1,2,,,,4,4,4,4,4,5,4,4,4,5,4,4,5,5,5,5,5,4,5,4,,,,,,calculated percentage based on the 300 maximum points,"1661457970099","1661457982380","1661457993848","1661457996640","1661458005586","1661458018484, 1661458057291","1661458020076","1661458027305","1661458029745","1661458042753","1661458068283","1661458076212","1661458083905","1661458085382","1661458092153","1661458103682","1661458105104","1661458106862","1661458113377","1661458119584","4","4","4","4","4","4, 5","4","4","4","5","4","4","5","5","5","5","5","4","5","4",,,,,"2","1","2",,,,,,,,1,1,1,1,"1661458013044","1661458060279","1661458094315","1661458120969",79
100,1,2,1,2,,,,5,4,2,4,3,5,2,5,5,4,2,2,3,3,1,4,1,1,1,3,,,,,,"I wrote the numbers down and sorted them. I broke them into 5 equal sections, which turned out to be blocks of four numbers.  80-100 % range score = 250 and above 60-80% range = scores 244-249.  40-80% = 243-248.  20-40% = scores 221-238, and 0-20% range = scores 217 and below. I then went to the previous pages to revise my assignments.  Tedious, but it seemed the only way to get a correct ranking.  I realize keeping track of numbers on the side is a bit of a cheat... but you did not instruct me not to do so.","1661456998282","1661457000657, 1661457261406, 1661457430731, 1661457673765","1661457007850, 1661457266004, 1661457429980, 1661457678691, 1661458110858","1661457011148, 1661457269631, 1661457275081, 1661457447792","1661457017523, 1661457281419, 1661457445242","1661457110291, 1661457229400, 1661457599128, 1661457603174","1661457111396, 1661457115592, 1661457118126, 1661457225188, 1661457230371, 1661457628094, 1661458068059","1661457114613, 1661457403015, 1661457606767","1661457121657, 1661457405185","1661457124415, 1661457202526, 1661457235429, 1661457243273, 1661457412097, 1661457622805","1661457318344, 1661457705384","1661457316748, 1661457711660","1661457315158, 1661458051218","1661457313255, 1661458053743","1661457310257","1661457579427","1661457466397","1661457469251","1661457724048","1661457576559, 1661458025641","5","4, 2, 3, 4","4, 1, 2, 3, 2","4, 2, 3, 4","4, 2, 3","4, 3, 4, 5","4, 3, 2, 3, 2, 3, 2","3, 4, 5","3, 5","3, 2, 1, 2, 3, 4","1, 2","1, 2","2, 3","2, 3","1","4","1","1","1","4, 3",4,3,2,1,"2","1","2",,,,"1661457246435, 1661457414618, 1661457630338, 1661458088495","1661457383824, 1661457594241, 1661458056262","1661457589710, 1661458027184","1661458004739",5,4,3,2,"1661457058128, 1661457282906, 1661457450360, 1661457690987, 1661458128376","1661457286451, 1661457452901, 1661457694886, 1661458131216","1661457455411, 1661457716415, 1661458133275","1661457734589, 1661458135986",63
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,5,I am very carefully and honesty guess this methods.,,,,,,,,,,,,,,,,"1661458106104","1661458108766","1661458110534","1661458114094","1661458115511",,,,,,,,,,,,,,,,"4","4","3","4","5",,,,,"1, 2","1","2",,,,,,,,,,,1,,,,"1661458117314",18
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,I used the original highest score number and based my answers on the scores of the participants.,,,,,,,,,,,,,,,,"1661458229502","1661458236127","1661458240051","1661458243744","1661458246454",,,,,,,,,,,,,,,,"4","4","4","4","3",,,,,"2","2, 1","2",,,,,,,,,,,1,,,,"1661458247539",19
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,"Scores ranged from 0 to 300 with 300 being the highest score, most all scored above 200, which placed them in the 60 to 100% range.",,,,,,,,,,,,,,,,"1661457870502, 1661457873453","1661457877456","1661457881691","1661457883688","1661457885799",,,,,,,,,,,,,,,,"4, 5","4","5","5","5",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457887894",48
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,"All the scores were very close to each other, so I noticed that they could all fall under the score of 80%-60%. Also, because they were so close to the 
300 mark, I assumed they could've done better, so no 100%-80%.",,,,,,,,,,,,,,,,"1661458161008","1661458137947","1661458159110","1661458157794","1661458153006",,,,,,,,,,,,,,,,"4","4","4","4","4",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661458163945",37
100,1,2,1,2,,,,3,3,2,3,1,3,2,3,4,5,2,2,4,4,3,4,2,4,4,2,,,,,,"All of them seemed to be between 200 and 300, so I spread the percentages more evenly across that range. I went back and corrected the previous ones once I had this information. I also estimated that since there were two extremes on either side (205 and 285) that those were likely the only numbers in their respective categories (0-20 and 80-100), and there was probably a higher density of numbers in the middle ranges.","1661457912115, 1661457975809","1661457906009, 1661457975040","1661457914958, 1661457976969","1661457910187, 1661457978194","1661457916259, 1661457979298, 1661458163874","1661457921073, 1661457938124, 1661457963070, 1661457965726","1661457924209, 1661457964375","1661457923090, 1661457933312, 1661457968483","1661457929023, 1661457934070","1661457930494","1661457953644","1661457954715","1661457956762, 1661458195929","1661457957494","1661457959057","1661457991538","1661457992952","1661458014075","1661458013469","1661458018262","4, 3","5, 3","3, 2","4, 3","3, 2, 1","4, 3, 2, 3","3, 2","5, 4, 3","5, 4","5","2","2","5, 4","4","3","4","2","4","4","2",2,3,2,1,"2","1","2",,,,"1661457972081, 1661458159071","1661457943726, 1661457960422, 1661458152318","1661458006207, 1661458147928","1661458141705",3,4,3,2,"1661457917486, 1661457980072, 1661458183799","1661457940630, 1661457946542, 1661457983585, 1661458191041","1661457989495, 1661458011506, 1661458202876","1661458019126, 1661458210077",40
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,3,"this is how I divided the numbers in categories
0-20% =0-75
20-40% = 76-175
40-60% = 176-220
60-80% = 221-281
80-100% = 281-300",,,,,,,,,,,,,,,,"1661457917250, 1661458096405","1661457930270, 1661458099557","1661457941980, 1661458108417","1661458117254","1661457960157, 1661458120831, 1661458121577",,,,,,,,,,,,,,,,"5, 4","4, 3","5, 4","4","4, 2, 3",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661458123962",92
100,1,2,1,2,,,,3,5,2,2,2,1,2,3,3,1,3,3,2,4,2,3,1,2,1,5,,,,,,"The lowest score I have encountered was around 200, So scores around there I would categorize as the lowest 20%. The highest score was around 290, so similar scores were placed in the top 80-100%. Everything in between placed depending on how they scale between the lowest(200) and highest(290) score","1661457938232, 1661458032656","1661457940585","1661457944271, 1661458029400","1661457960248, 1661458028063","1661457954463, 1661458026903","1661458002027","1661458006039","1661458007681","1661458008911","1661458010098","1661458058511","1661458056439","1661458048536","1661458047384","1661458060831","1661458082711","1661458079136","1661458076574, 1661458080863","1661458074745","1661458086609, 1661458087058, 1661458092247","4, 3","5","4, 2","4, 2","4, 2","1","2","3","3","1","3","3","2","4","2","3","1","1, 2","1","3, 4, 5",1,1,,,"2","2, 1","2",,,,"1661458020640","1661458016223",,,2,2,1,1,"1661457969063, 1661458035976","1661458011992, 1661458043625","1661458063769","1661458101008",54
100,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,4,5,3,3,3,"268-261 were both the highest so I originally put them both as 80-100%, but I switched 261 last second to 60-80% because maybe 270+ is the cutoff. 
The other answers were fairly close to one another, and I put those at the halfway mark because it seemed like a good median for a test that goes up to 300. 

I wasn't too sure if I was supposed to choose answers based on those 5 alone, or whether I thought other answers could be considered into this -- but I picked the latter. ",,,,,,,,,,,,,,,,"1661458078818, 1661458116789","1661458086718","1661458104413","1661458107746","1661458109834",,,,,,,,,,,,,,,,"5, 4","5","3","3","3",,,,,"2","2","2, 1, 2","2","2, 1","2",,,,,,,,1,,,,"1661458121487",16
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,5,"I just looked for the highest number on the page then I just grouped the other high numbers with the highest numbers. Lowest numbers on the page, I grouped it with low numbers.",,,,,,,,,,,,,,,,"1661457868292","1661457920339","1661457924187","1661457929708","1661457931202",,,,,,,,,,,,,,,,"4","4","3","3","5",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457940909",50
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,"i divided the given score by the full score 300 and multiplied the answer with 100 to get the score percentage. after getting the score percentage, i divided them in different groups",,,,,,,,,,,,,,,,"1661458146557","1661458172419","1661458182401","1661458187162","1661458196671",,,,,,,,,,,,,,,,"4","4","4","4","5",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661458199566",57
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,3,"I took a look at the number of points there were between each combination of scores and then I looked at how many points there were between the highest score and 300, and since it was quite a bit (44 points), I reasoned the 266 wasn't in the highest range. Since there were 60 points between 206 and the highest score, I figured the 206 was in 0-20%, and since there were only 3 points between the 220 and 217, I put them in the average 40-60 percentile, but if I could change it again, I'd probably put those two in the 20-40% percentile because there were 46 points between 220 and 266.",,,,,,,,,,,,,,,,"1661457560514","1661457439832","1661457620932","1661457428127, 1661457539619","1661457627622",,,,,,,,,,,,,,,,"1","4","3","5, 4","3",,,,,"2","1","2",,,,,,,,,,,1,,,,"1661457656929",87
100,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,4,4,5,5,4,At first I tried to triple the previous score chart of points-to-percentages. Then I relaized that dividing the score by the total score of 300 would give me percentages that I felt were more accurate.,,,,,,,,,,,,,,,,"1661458262906, 1661458264344, 1661458285105","1661458294545","1661458303182","1661458310873","1661458320843",,,,,,,,,,,,,,,,"4, 3, 4","4","5","5","4",,,,,"2","2, 1, 2","2","2","2, 1","2",,,,,,,,1,,,,"1661458323378",72
100,1,2,1,1,2,1,2,2,5,2,4,3,3,4,5,2,2,2,3,2,4,4,4,2,3,1,1,,,,,,I tried to intuitively average things out based on the sampling of numbers given.,"1661458029324","1661457994654, 1661458036278","1661457983878, 1661458045406","1661457971516, 1661457978813","1661458002086","1661458107828","1661458112229","1661458114382","1661458121702","1661458128126","1661458136729","1661458138690, 1661458143400","1661458145208","1661458154293","1661458155463","1661458179607","1661458182845","1661458193174","1661458195559","1661458197414","2","2, 5","3, 2","5, 4","3","3","4","5","2","2","2","2, 3","2","4","4","4","2","3","1","1",,,,,"2","1","2, 1","2","1","2",,,,,2,1,1,1,"1661458004044, 1661458077757","1661458129761","1661458157906","1661458201008",65
