progress,finished,attention_1,attention_2,attention_3,attention_1_fail,attention_2_fail,attention_3_fail,q1_g20,q2_g20,q3_g20,q4_g20,q5_g20,q6_g20,q7_g20,q8_g20,q9_g20,q10_g20,q11_g20,q12_g20,q13_g20,q14_g20,q15_g20,q16_g20,q17_g20,q18_g20,q19_g20,q20_g20,q16_g5,q17_g5,q18_g5,q19_g5,q20_g5,method_description,time_q1,time_q2,time_q3,time_q4,time_q5,time_q6,time_q7,time_q8,time_q9,time_q10,time_q11,time_q12,time_q13,time_q14,time_q15,time_q16,time_q17,time_q18,time_q19,time_q20,history_q1,history_q2,history_q3,history_q4,history_q5,history_q6,history_q7,history_q8,history_q9,history_q10,history_q11,history_q12,history_q13,history_q14,history_q15,history_q16,history_q17,history_q18,history_q19,history_q20,button_2_to_1,button_3_to_2,button_4_to_3,history_a1,history_a2,history_a3,history_a1_fail,history_a2_fail,history_a3_fail,setting
100,1,2,1,2,,,,5,4,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,,,,,,I tried to keep in mind that 300 questions is a large number and that that changes the proportion of correct answers and overall score. ,"1656685667403","1656685669509","1656685672446","1656685674068","1656685675623","1656685681788","1656685683219","1656685686252","1656685687635","1656685689950","1656685694615","1656685696003","1656685701882","1656685706058","1656685707409","1656685711585","1656685712853","1656685714759","1656685716120","1656685717758","5","4","4","5","5","5","5","4","4","5","4","5","5","5","5","5","5","4","5","5",,,,"2","1","1, 2",,,,79
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,5,I took the highest amount which was 300 and took each individual number and compared it to the highest score. The closer number to 300 would be best and worked down from there,,,,,,,,,,,,,,,,"1656685668415, 1656685674967, 1656685675942","1656685678782","1656685682902, 1656685683678","1656685692182","1656685697096",,,,,,,,,,,,,,,,"4, 3, 4","4","4, 3","4","5",,,,"1, 2, 1, 2","2, 1","2",,,,55
100,1,2,1,2,,,,3,5,3,4,3,4,4,5,3,3,2,3,2,4,4,4,2,3,2,2,,,,,,"I looked at the lowest scores and the highest that were presented.  I roughly divided the range into sections and placed a score into one of the sections, with the highest scores I saw being at the top.","1656685619813, 1656685628930","1656685617930, 1656685625266, 1656685627139","1656685621531, 1656685624114","1656685623148","1656685633719","1656685659664","1656685656804","1656685649153","1656685663858","1656685665089","1656685681463","1656685679379","1656685676849","1656685675031","1656685673689","1656685690489","1656685692513","1656685694058","1656685696590","1656685697544","4, 3","5, 3, 5","4, 3","4","3","4","4","5","3","3","2","3","2","4","4","4","2","3","2","2",,,,"2","1","2",,,,65
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,5,Since the given numbers were all above 200 I just realized I probably should have put the lower scores in a lower percentile.  I appears this is a high scoring test unlike the example.,,,,,,,,,,,,,,,,"1656685648468","1656685657478","1656685661503","1656685663151","1656685671397",,,,,,,,,,,,,,,,"5","3","3","3","5",,,,"2","1","2",,,,54
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,4,I looked at all the scores given and compared them to each other. I looked at what the top range could be. I thought about what the full range was from 0 to 300. I put all this information together.,,,,,,,,,,,,,,,,"1656685692208","1656685693928","1656685697207","1656685700380","1656685707323",,,,,,,,,,,,,,,,"5","5","4","4","4",,,,"2","1","2",,,,58
100,1,2,1,2,,,,5,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,,,,,,Anything over 275 I went with 80-100% - and 200-274 - 60-80%. ,"1656685583517","1656685586851","1656685591294, 1656685592967","1656685598874","1656685601241","1656685607033","1656685608852","1656685611338, 1656685615483","1656685617412","1656685619323","1656685623976, 1656685640529","1656685626331","1656685630459","1656685632356","1656685634196","1656685648690","1656685650901","1656685653264","1656685661364","1656685662947","5","4","5, 4","4","5","4","4","3, 4","4","4","4, 5","4","4","4","5","4","4","4","4","4",,,,"2","1","2",,,,97
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,5,3,"I scaled it so the highest score was in the top percentage point.    I put the lowest score in 20-40, since I didnt feel that the differential was high enough to get it to 0-20.  I then place the middle scores in where they fit",,,,,,,,,,,,,,,,"1656685690344, 1656685702045, 1656685730348","1656685692814, 1656685704795, 1656685724878","1656685696159, 1656685707277","1656685708592, 1656685711396","1656685716730, 1656685735262",,,,,,,,,,,,,,,,"4, 2, 3","4, 3, 4","4, 2","4, 5","2, 3",,,,"2","2, 1","2",,,,95
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,2,1,"I just tried to guess which would be in the higher percentages and assigned those and then even though the numbers weren't much smaller, I ranked them lower.",,,,,,,,,,,,,,,,"1656685721801, 1656685741281","1656685727348, 1656685742914","1656685730530, 1656685744495","1656685746063","1656685747528, 1656685749232",,,,,,,,,,,,,,,,"5, 4","5, 4","5, 3","2","2, 1",,,,"2","1","1, 2",,,,83
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,5,4,I looked at the overall range of the scores. ,,,,,,,,,,,,,,,,"1656685721117, 1656685738837","1656685727215, 1656685736618","1656685740838","1656685730542","1656685731515",,,,,,,,,,,,,,,,"3, 1","5, 3","2","5","4",,,,"2","1","2",,,,62
100,1,2,1,2,,,,4,5,5,4,3,3,3,5,5,2,3,5,5,4,2,3,2,4,5,5,,,,,,mean of high scote,"1656685673841","1656685654923, 1656685665519","1656685669697","1656685680424","1656685683037","1656685707879","1656685705958","1656685696039","1656685697333","1656685713709","1656685736209, 1656685747224","1656685731030, 1656685742806, 1656685745235","1656685732532","1656685740336","1656685752852","1656685778062","1656685774750","1656685761242, 1656685769680","1656685762949","1656685765606","4","4, 5","5","4","3","3","3","5","5","2","4, 3","5, 3, 5","5","4","2","3","2","5, 4","5","5",,,,"2","1","2",,,,64
100,1,2,1,2,,,,4,3,4,4,5,4,3,2,2,3,5,2,2,3,3,3,1,4,5,2,,,,,,"I noticed there was a general range of approx. 200-280, so I cut down the range as a whole to fit inside those parameters. Since that was a pretty small range and seemed fairly consistent, I made sure to use a wide scale when making my estimates. ","1656685590723, 1656685610208","1656685593095, 1656685607723","1656685596780, 1656685612516","1656685598242, 1656685619057","1656685600535","1656685633793, 1656685634533, 1656685653606","1656685636511","1656685637788","1656685639460","1656685644607","1656685659673, 1656685662486","1656685663883","1656685667464","1656685668813","1656685670351","1656685674886","1656685676405","1656685678669, 1656685681509","1656685683145","1656685684532","5, 4","4, 3","5, 4","5, 4","5","4, 5, 4","3","2","2","3","4, 5","2","2","3","3","3","1","3, 4","5","2",,,,"2","1","2",,,,92
100,1,2,1,2,,,,3,3,2,3,2,3,3,3,2,2,2,2,3,2,2,2,4,4,2,3,,,,,,"Thinking some people probably scored lower than 200, I based my answers on what an average score may be for a larger group of people than what was presented to me.","1656685692375","1656685698144","1656685704443","1656685710138, 1656685716370","1656685715298","1656685724896","1656685726321","1656685728492","1656685729937","1656685732546","1656685737209","1656685738879","1656685740801","1656685742034","1656685743830","1656685747996","1656685749321","1656685750725","1656685753643, 1656685755910","1656685754819","3","3","2","4, 3","2","3","3","3","2","2","2","2","3","2","2","2","4","4","3, 2","3",,,,"2","1","2",,,,77
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,2,2,I assumed the test was easier than the one given in the example.,,,,,,,,,,,,,,,,"1656685761039","1656685773171","1656685779489","1656685782605","1656685793944",,,,,,,,,,,,,,,,"4","2","3","2","2",,,,"2","1","2",,,,69
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,5,"The method I used to estimate was based on the highest score 300. Then broke it down to 5 parts so that anything that was between 181-240 would be in the 60-80%, and then anything about 240 would be at 80-100%",,,,,,,,,,,,,,,,"1656685666729","1656685670242, 1656685673946","1656685672547","1656685677165","1656685678544",,,,,,,,,,,,,,,,"5","5, 4","5","4","5",,,,"1, 2","2, 1","2",,,,94
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,2,5,I looked at all the numbers first and then selected where I thought they should go.,,,,,,,,,,,,,,,,"1656685759751, 1656685778337","1656685776816","1656685780018","1656685783406","1656685751551",,,,,,,,,,,,,,,,"4, 3","4","4","2","5",,,,"2","1","2",,,,76
100,1,2,1,2,,,,5,4,5,2,2,4,4,4,2,3,4,3,3,5,5,4,4,5,2,2,,,,,,"Everyone scored between 200-300, so I just ranked within 100 while giving everyone the benefit of the doubt (not scoring in the lowest percentile). 200-220 was 20-40%, 220-240 was 40-60%, 240-255 was 60-80%, and any higher was exceptional. ","1656685651528, 1656685664606, 1656685667413","1656685671599","1656685662670","1656685673330, 1656685712549","1656685675587, 1656685713292","1656685682939, 1656685683520","1656685684868","1656685686056","1656685687244, 1656685707606","1656685689198","1656685694102","1656685695627","1656685699097","1656685721512","1656685722285","1656685725128","1656685726487","1656685728014","1656685729839","1656685733099","5, 4, 5","4","5","3, 2","3, 2","3, 4","4","4","3, 2","3","4","3","3","5","5","4","4","5","2","2",1,1,,"2","1","2",,,,67
100,1,2,2,2,2,1,2,4,4,5,5,3,5,3,3,3,4,5,2,3,2,4,2,1,3,2,3,,,,,,I looked for the upper and lower bounds and tried to divide the difference by 5 and allocated the results into the 5 buckets defined by the ranges.,"1656685768664, 1656685777175","1656685781743","1656685784407","1656685786043","1656685788541","1656685792991","1656685795232","1656685796921","1656685798335","1656685799725","1656685807619","1656685811503","1656685813631","1656685815643","1656685817955","1656685837938","1656685835381","1656685840711","1656685843642","1656685847989","5, 4","4","5","5","3","5","3","3","3","4","5","2","3","2","4","2","1","3","2","3",,1,,"2","2","2","2","1","2",70
100,1,2,1,2,,,,4,5,5,3,4,4,3,5,2,2,1,4,3,2,5,2,4,3,4,4,,,,,,"Well, once I saw the distribution of the scores on the first page, I made a sort of pattern in my head that probably over 245 points meant that it was in the top. But under 225 (because they were all over 100) was probably in the lower 20% or so. So the next page, when I saw there was someone just barely above 200 I assumed that it was probably the lowest score. I sort of forgot what arbitrary numbers I chose between 20-40% and 40%-60% between the pages so those were determined based on the information on that current page.","1656685669321","1656685693950","1656685695588","1656685698132","1656685700101","1656685707180","1656685709819","1656685712861, 1656685715779, 1656685717552","1656685722773","1656685724593","1656685729156","1656685734829, 1656685736053","1656685738520","1656685741253","1656685744551, 1656685747913","1656685752038","1656685755827","1656685759041","1656685762559","1656685764998","4","5","5","3","4","4","3","3, 4, 5","2","2","1","3, 4","3","2","3, 5","2","4","3","4","4",,,,"2","1","2",,,,55
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,4,2,I mostly just looked at the numbers compared to each other and felt that from what i have seen this estimate feels correct.,,,,,,,,,,,,,,,,"1656685587037, 1656685727480, 1656685750661","1656685589399, 1656685628385","1656685591930, 1656685723701","1656685593798","1656685595303, 1656685732837",,,,,,,,,,,,,,,,"3, 2, 3","4, 5","3, 1","4","3, 2",,,,"2","1","2",,,,91
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,3,3,"Although I shouldn't have used those scores' relationship with 300, I did so.  I initially put them one category higher, then moved all down one category before submission.",,,,,,,,,,,,,,,,"1656685786937, 1656685791866","1656685794971","1656685796539","1656685798474","1656685800228",,,,,,,,,,,,,,,,"5, 4","4","5","3","3",,,,"2","1","2",,,,67
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,5,"I used a calculator to give me the number of score based on the percentile.  For example, the 80% percentile has a score of 240.  I then used this information to place applicants into the percentile that represents their score.",,,,,,,,,,,,,,,,"1656685702119","1656685755442","1656685757582","1656685761190","1656685764446",,,,,,,,,,,,,,,,"4","5","4","4","5",,,,"2","1","2",,,,89
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,3,I went by 0-10 for each percent. I was trying my best to go by the previous example of the chart with estimating the percentiles of each participant I had done prior to these questions. ,,,,,,,,,,,,,,,,"1656685855174, 1656685857222","1656685853476","1656685848452","1656685847440","1656685851065",,,,,,,,,,,,,,,,"3, 4","2","1","1","3",,,,"2","1","2",,,,63
100,1,2,1,1,2,1,2,5,4,4,5,4,5,4,5,5,4,3,3,4,4,3,4,3,2,3,4,,,,,,I tried to look at the group as a whole to get a sense of the spread of the scores. That way I could tell if an applicant score would be in a certain percentile group. I tried to keep track of the number of applicants and their scores to estimate how each one did.,"1656685659490","1656685665205","1656685666209","1656685667309, 1656685668138","1656685669490","1656685734234","1656685735809","1656685736812","1656685737960","1656685738843","1656685775704","1656685776495","1656685777670","1656685779196","1656685780825","1656685814117","1656685815186","1656685815913","1656685816912","1656685817728","5","4","4","4, 5","4","5","4","5","5","4","3","3","4","4","3","4","3","2","3","4",,,,"1, 2","2, 1","1, 1","2","1","2",63
100,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","1, 2","2, 1, 2","1","2","2",
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,3,5,Took the lowest and highest score and used my best judgment. I perceived it was probably a hard test. I thought the 230 range was the highest scored. ,,,,,,,,,,,,,,,,"1656685690374, 1656685719538","1656685697485, 1656685724271","1656685704268, 1656685714074","1656685732306","1656685736890",,,,,,,,,,,,,,,,"4, 5","4, 5","3, 4","3","5",,,,"2","1","2",,,,90
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,5,"You have to look at the scores and try to in your mind come up with a suitable scale of said scores, thus allowing you to rank them. It is a cross between analysis and wild guess.",,,,,,,,,,,,,,,,"1656685779658, 1656685793945","1656685797385","1656685799549","1656685803200","1656685805072",,,,,,,,,,,,,,,,"5, 3","3","2","4","5",,,,"2","1","2",,,,53
100,1,2,1,2,,,,3,4,4,3,3,3,4,3,3,3,4,3,3,2,3,3,3,3,3,3,,,,,,closer too 300 is 60 to 80,"1656685763029, 1656685834661","1656685783881, 1656685836227, 1656685849848","1656685820392","1656685825420","1656685827741","1656685859688","1656685864152","1656685865453","1656685867109","1656685868392","1656685876700","1656685883820","1656685885379","1656685888037","1656685889725","1656685894238","1656685895197","1656685897422","1656685898843","1656685900252","4, 3","4, 3, 4","4","3","3","3","4","3","3","3","4","3","3","2","3","3","3","3","3","3",,,,"2","1","2",,,,89
100,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,4,2,3,2,5,I observed the range of scores and assigned them percentiles accordingly.,,,,,,,,,,,,,,,,"1656685814936","1656685816893, 1656685825184","1656685818208","1656685826039","1656685827681, 1656685830686",,,,,,,,,,,,,,,,"4","3, 2","3","2","4, 5",,,,"2","2","2","2","2, 1","2",96
100,1,2,1,2,,,,4,5,4,3,3,5,3,4,3,3,3,4,4,5,3,3,3,2,3,3,,,,,,"I went by the fact that the score range was 0-300 and the scores I evaluated were roughly 200-300 so every grade was at the higher end of the grade scale i.e., over 150.","1656685688039","1656685691046","1656685692790","1656685695073","1656685696733","1656685717440, 1656685733387","1656685720440","1656685723832","1656685725276","1656685727846","1656685743314","1656685746832, 1656685761586","1656685747920","1656685750532","1656685752891","1656685768818","1656685770427, 1656685772761","1656685774300","1656685776515","1656685778060","4","5","4","3","3","4, 5","3","4","3","3","3","3, 4","4","5","3","3","2, 3","2","3","3",,,,"2","1","1, 2",,,,90
100,1,2,1,2,,,,5,2,4,5,4,3,4,5,5,4,2,2,3,2,2,1,3,2,5,2,,,,,,I was considering all of the scores that people had and estimating from who had the lowest to highest score to decide their approximate percentiles.,"1656685835720","1656685845973","1656685842445","1656685833596","1656685840726","1656685866456","1656685867977","1656685858793","1656685855015","1656685863442","1656685875295","1656685877574","1656685879403","1656685881117","1656685882224","1656685886286, 1656685891750","1656685896202","1656685899663","1656685901738","1656685889528","5","2","4","5","4","3","4","5","5","4","2","2","3","2","2","2, 1","3","2","5","2",,,,"1, 2","1","1, 2",,,,99
100,1,2,2,2,2,1,2,5,2,3,1,4,3,1,5,1,4,1,2,4,3,3,3,3,2,2,5,,,,,,I modified my answers as I saw more test scores because I saw more of a range.,"1656685883724","1656685885436","1656685892522","1656685889888","1656685890683","1656685912000","1656685910687","1656685903836","1656685907727","1656685898756, 1656685905281","1656685918207","1656685920173","1656685924082","1656685926495","1656685927457","1656685940137","1656685939135","1656685936373","1656685936969","1656685932458","5","2","3","1","4","3","1","5","1","5, 4","1","2","4","3","3","3","3","2","2","5",,,,"2","2","2","2","1","2",52
100,1,2,2,2,2,1,2,4,5,5,4,5,4,5,3,4,4,3,4,3,3,3,3,3,4,4,3,,,,,,they were all in the 200s.  i selected what i thought was the best answer.,"1656685834390, 1656685838596","1656685839953","1656685844883, 1656685846924","1656685859013","1656685865276","1656685873779","1656685875447","1656685877549, 1656685882235","1656685883283","1656685891345","1656685897563, 1656685904591","1656685901391, 1656685902043, 1656685906993","1656685912158","1656685914183","1656685915540","1656685920689","1656685922047, 1656685923304","1656685924096","1656685925588","1656685928078","5, 4","5","4, 5","4","5","4","5","4, 3","4","4","4, 3","4, 3, 4","3","3","3","3","4, 3","4","4","3",,,,"2","2","2","2","1","2",72
100,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","2","2","2","2",
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,4,"250-300 in the 80-100% , 200-250 in the 60-80%",,,,,,,,,,,,,,,,"1656685893779","1656685908513, 1656685915755","1656685910347","1656685912443","1656685920312",,,,,,,,,,,,,,,,"5","5, 4","4","5","4",,,,"2","1","2",,,,60
100,1,2,1,1,2,1,2,4,3,5,2,4,3,5,2,1,3,2,5,1,4,3,2,4,4,1,5,,,,,,"I first check the highest and lowest score to get the scale of the best and worst score, then I check rest of the scores.","1656685746561, 1656685746881, 1656685747992, 1656685750894","1656685752094, 1656685754055, 1656685755040, 1656685755547","1656685756814","1656685759337","1656685761827","1656685772893, 1656685773320, 1656685773657","1656685775092, 1656685775551","1656685780097","1656685781955","1656685782965","1656685797004","1656685802967, 1656685816390","1656685806343","1656685808896, 1656685820560","1656685810123, 1656685810809","1656685835557","1656685834255","1656685835076","1656685830937","1656685829071","5, 4, 5, 4","2, 3, 2, 3","5","2","4","3, 4, 3","4, 5","2","1","3","2","4, 5","1","3, 4","2, 3","2","4","4","1","5",,,,"2","1","1","2","1","2",76
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,3,i was just looking at what i thought the numbers would be out of the amount of the top of the best number,,,,,,,,,,,,,,,,"1656685879077, 1656685920946","1656685884245, 1656685922777","1656685889950, 1656685928891","1656685893535, 1656685935748","1656685900367",,,,,,,,,,,,,,,,"4, 5","4, 5","3, 4","3, 4","3",,,,"2","1","2",,,,81
100,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,5,4,4,4,5,The score divide by 300 multipled by 100 gives the percentage.,,,,,,,,,,,,,,,,"1656685909654","1656685924578","1656685935120","1656685946107","1656685957370",,,,,,,,,,,,,,,,"5","4","4","4","5",,,,"2","2","2","2","1","2",86
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,4,"There were two ways to think about this. One is that the spread of the results was small and all participants scored over 200 and the second - that the spread of the results was wide, but we only got to see the higher scoring portion of it. I went with the second option because there wasn’t a way to tell which is more probable.",,,,,,,,,,,,,,,,"1656685838980, 1656685840485","1656685841334","1656685842990","1656685845478","1656685848580",,,,,,,,,,,,,,,,"4, 5","4","5","5","4",,,,"2","1","2",,,,92
100,1,2,1,2,,,,3,4,3,4,2,4,4,1,5,2,2,4,3,4,1,3,1,2,2,5,,,,,,In guessed that the first answer was average and judged the following answers based on that assumption.,"1656685886228, 1656685887985","1656685892962","1656685898919","1656685905262","1656685908664","1656685920895","1656685926645","1656685929777","1656685933569","1656685937489","1656685945820","1656685947496","1656685952948","1656685955687","1656685959437","1656685965597","1656685967292","1656685969427","1656685972223","1656685974511","4, 3","4","3","4","2","4","4","1","5","2","2","4","3","4","1","3","1","2","2","5",,,,"2","1","2",,,,57
100,1,2,1,2,,,,5,4,4,5,5,4,4,4,4,4,3,4,3,3,3,2,3,2,3,3,,,,,,I looked at the numbers and if they were within 5 points of each other then I would group them in the same category,"1656685895626","1656685898720","1656685911703","1656685917283","1656685923480","1656685935363","1656685937032","1656685944744","1656685949848","1656685956678","1656685962951","1656685964693","1656685973065","1656685978309","1656685979914","1656685991709","1656685993631","1656685998806","1656686001098","1656686010456","5","4","4","5","5","4","4","4","4","4","3","4","3","3","3","2","3","2","3","3",,,,"2","1","2",,,,37
100,1,2,1,2,,,,3,5,1,2,4,1,3,5,4,2,4,1,2,5,4,1,4,2,5,5,,,,,,"I ranked the scores and then placed the scores into the various percentages. For example, if 202 was the lowest score, it would go into the 0-20% bucket.  As I went along with the task, I made sure that these assignments still made sense given the new data. ","1656685714825","1656685702822","1656685724736","1656685719157","1656685709808","1656685796940","1656685800877","1656685804646","1656685807717","1656685813928","1656685862260","1656685865756","1656685872306","1656685875533","1656685878403","1656685923088, 1656685923402","1656685933348","1656685926856","1656685936441","1656685937926","3","5","1","2","4","1","3","5","4","2","4","1","2","5","4","1, 1","4","2","5","5",,,,"2","1","2",,,,62
100,1,2,1,1,2,1,2,4,3,3,4,4,3,3,4,4,5,4,4,3,5,3,2,5,3,3,2,,,,,,assumed they fell within the normal bell curve,"1656685994293","1656686000607, 1656686015064","1656686003573","1656686017608","1656686020048","1656686051694, 1656686052357, 1656686052840, 1656686053140","1656686049022","1656686045814","1656686039523","1656686036261","1656686061590","1656686065045, 1656686067257","1656686068721","1656686070611","1656686072850","1656686079656, 1656686081855, 1656686082781","1656686084031","1656686086405","1656686088406","1656686091265","4","4, 3","3","4","4","4, 4, 4, 3","3","4","4","5","4","3, 4","3","5","3","2, 3, 2","5","3","3","2",,,,"2","1","1","2","1","2",75
100,1,2,1,2,,,,2,2,2,2,2,3,5,1,2,2,1,3,2,2,2,2,1,2,2,2,,,,,,I began by attempting to find the highest and lowest scores. Then I tried grouping similar scores into the ranges. I went back and adjusted scores to keep them in the same ranges as similar scores.,"1656685693653, 1656685774531","1656685692292, 1656685763972, 1656686018219","1656685697332, 1656685767932, 1656686020427","1656685702372, 1656685781075","1656685713004, 1656685785531, 1656686023899","1656685735116, 1656686005764","1656685726372","1656685750205, 1656685945723","1656685751027","1656685739820, 1656685994907","1656685857107, 1656685940170","1656685855436","1656685828028, 1656685863947","1656685876126, 1656685887555, 1656686050491","1656685875171, 1656685889827, 1656686052531","1656685900163","1656685902612, 1656685931811","1656685906459","1656685911715","1656685914716","4, 2","5, 3, 2","5, 3, 2","3, 2","4, 3, 2","4, 3","5","2, 1","2","3, 2","2, 1","3","3, 2","2, 3, 2","2, 3, 2","2","2, 1","2","2","2",4,4,2,"2","1","2",,,,82
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,4,"There seemed to be two separate groups of numbers that were closer together in range, and I guessed they could fall somewhere between and that it'd be a safer bet to skew the numbers toward the 100th percentile.  The numbers were high in value, but still far enough away from the highest possible score, so that I figured that they'd have a better chance at falling into the ranges where I placed them.",,,,,,,,,,,,,,,,"1656685780359, 1656685815872, 1656685819122","1656685782856, 1656685799442, 1656685820173","1656685784898, 1656685798714, 1656685821655","1656685786343, 1656685802109, 1656685823669","1656685788423, 1656685811362, 1656685812974, 1656685813831",,,,,,,,,,,,,,,,"3, 4, 3","4, 5, 4","4, 5, 4","4, 5, 3","3, 4, 3, 4",,,,"2","1","2",,,,88
100,1,2,1,2,,,,3,3,3,4,5,5,3,4,3,3,3,3,4,3,3,5,5,3,4,3,,,,,,"Based upon a maximum score of 300, it appeared that an average performance on the test was in the 200-225 range, 225-250 was above average, and 250 and above was excellent.","1656685791482, 1656685862394","1656685798942, 1656685868951","1656685805089, 1656685872161","1656685811599, 1656685878099","1656685814372","1656685890583","1656685898677","1656685907026","1656685913957","1656685917176","1656685923551","1656685925472","1656685928379","1656685933596","1656685936433","1656685943981, 1656685946424","1656685967784","1656685950222","1656685952948","1656685956722","4, 3","4, 3","4, 3","5, 4","5","5","3","4","3","3","3","3","4","3","3","3, 5","5","3","4","3",,,,"2","1","2",,,,91
100,1,2,1,1,2,1,2,4,3,3,3,3,3,4,3,4,4,3,5,3,3,3,2,3,2,3,2,,,,,,"I tried to assess the relative rate of occurrence for each score. As I saw more scores, I updated my perception of how often a given score was achieved.","1656686049802, 1656686049996, 1656686050205","1656686051462, 1656686051654","1656686054286, 1656686055140","1656686058637, 1656686058835","1656686059734, 1656686059916","1656686068063, 1656686068269","1656686070885, 1656686071147, 1656686071333","1656686071867, 1656686072426","1656686072951, 1656686073131, 1656686073297","1656686073724, 1656686074314, 1656686075944","1656686079025, 1656686079216","1656686079682, 1656686079881, 1656686080254, 1656686080540","1656686080982, 1656686081413","1656686082279, 1656686082462","1656686082908, 1656686083519","1656686087947","1656686092831, 1656686093044","1656686093680","1656686094496, 1656686094710","1656686095348","2, 3, 4","2, 3","2, 3","2, 3","2, 3","2, 3","2, 3, 4","2, 3","2, 3, 4","2, 3, 4","2, 3","2, 3, 4, 5","2, 3","2, 3","2, 3","2","2, 3","2","2, 3","2",,,,"2","1","1","2","1","2",71
100,1,2,1,2,,,,4,4,4,4,3,5,5,5,5,4,5,4,3,5,5,5,4,4,3,5,,,,,,I just used intuition and overall scores to decide on this.,"1656686065957, 1656686147695","1656686067183","1656686070911","1656686073357","1656686100717","1656686106763","1656686107942","1656686111619","1656686114055","1656686114822","1656686167591","1656686182759, 1656686183425","1656686173480","1656686175685","1656686176618","1656686202953","1656686192870","1656686194948","1656686195706","1656686198145","5, 4","4","4","4","3","5","5","5","5","4","5","5, 4","3","5","5","5","4","4","3","5",1,,,"2","1","2",,,,74
100,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,5,4,5,4,4,Just figuring in my head what the percentage would be of right answers out of 300 and then how many people taking test would score.,,,,,,,,,,,,,,,,"1656686037829","1656686047739","1656686058032","1656686083101","1656686088719",,,,,,,,,,,,,,,,"5","4","5","4","4",,,,"2","1, 2","2","2","1","2",61
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,5,2,I went with what was the lowest and highest. So for 211 I went with 20%-40% and for the 270s one I went with the highest percentage.,,,,,,,,,,,,,,,,"1656686130696, 1656686145879, 1656686156213","1656686157788, 1656686164881","1656686160335","1656686152269","1656686153358",,,,,,,,,,,,,,,,"2, 5, 2","3, 4","3","5","2",,,,"2","1","2",,,,99
100,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,1,3,I analyzed all the scores presented and compared the highest score with the 2 lowest scores (209 and 210) which were pretty close and associated them with the highest percentile and lowest percentile respectively.,,,,,,,,,,,,,,,,"1656686110776","1656686104111, 1656686107806","1656686101638","1656686118877, 1656686127788, 1656686129126","1656686130436",,,,,,,,,,,,,,,,"1","5, 4","5","1, 3, 1","3",,,,"2","1","2",,,,77
100,1,2,2,2,2,1,2,5,5,4,4,4,4,3,3,3,4,4,5,5,4,4,3,4,3,5,3,,,,,,260 +  80/100     230/259     60/80        200/229    40/60,"1656686067784","1656686069945","1656686073467","1656686075257","1656686077999","1656686099413","1656686115697","1656686113355","1656686112499","1656686107091","1656686123093, 1656686143791","1656686124800","1656686126905, 1656686135725","1656686128509","1656686130513","1656686157988","1656686160008","1656686164126","1656686166987","1656686169652","5","5","4","4","4","4","3","3","3","4","5, 4","5","4, 5","4","4","3","4","3","5","3",,,,"2","2","2","2","1","2",87
